t_s,p_cmd_deg,p_act_deg,v_cmd,v_act,t_cmd,t_act,iq,vbus,temp
28.048,0,0.176,0,-0.0465,0,0.0115,-0.018,32.2,38
28.058,0,0.176,0,-0.0038,0,0.0368,-0.018,32.2,38
28.089,0,0.176,0,0.0084,0,0.0357,-0.018,32.2,38
28.1,0,0.176,0,0.1122,0,-0.0126,-0.018,32.2,38
28.11,0,0.176,0,0.1137,0,0.0104,-0.018,32.2,38
28.14,0,0.176,0,0.0252,0,0.0533,-0.018,32.2,38
28.151,0,0.176,0,-0.0206,0,-0.0027,-0.018,32.2,38
28.161,0,0.198,0,0.0435,0,0.0016,-0.018,32.2,38
28.191,0,0.176,0,0.1167,0,-0.017,-0.018,32.2,38
28.202,0,0.176,0,-0.1442,0,-0.0412,-0.018,32.2,38
28.212,0,0.176,0,0.0359,0,-0.0467,-0.018,32.2,38
28.242,0,0.176,0,-0.0664,0,0.0192,-0.018,32.2,38
28.253,0,0.176,0,0.0557,0,-0.0115,-0.018,32.2,38
28.263,0,0.176,0,0.0389,0,-0.0225,-0.018,32.2,38
28.294,0,0.176,0,-0.1076,0,0.0324,-0.018,32.2,38
28.305,0,0.176,0,0.1259,0,0.0412,-0.018,32.2,38
28.315,0,0.176,0,-0.1045,0,-0.0049,-0.018,32.2,38
28.335,0,0.176,0,-0.0145,0,0.0071,-0.018,32.2,38
28.338,0,0.176,0,-0.1015,0,-0.017,-0.018,32.2,38
28.346,0,0.176,0,-0.0206,0,-0.0258,-0.018,32.2,38
28.356,0,0.176,0,0.0404,0,0.0555,-0.018,32.2,38
28.366,0,0.176,0,-0.0771,0,0.0027,-0.018,32.2,38
28.396,0,0.176,0,0.0633,0,0.028,-0.018,32.2,38
28.407,0,0.176,0,0.0893,0,0.0071,-0.018,32.2,38
28.417,0,0.176,0,0.0191,0,-0.0478,-0.018,32.2,38
28.455,0,0.176,0,0.0786,0,-0.0181,-0.018,32.2,38
28.466,4.252,2.285,10.8786,6.8627,10.9588,7.1989,-0.018,32.2,38
28.515,97.024,63.282,50,28.819,0.55,1.2585,-0.018,32.2,38
28.571,199.286,160.403,7.7,26.91,-10.673,-6.8045,-0.018,32.2,38
28.628,200,193.428,0,3.2479,0,-0.6883,-0.018,32.2,38
28.678,200,198.108,0,0.9377,0,-0.1236,-0.018,32.2,38
28.718,200,199.163,0,0.222,0,0.0643,-0.018,32.2,38
28.729,200,199.295,0,0.1991,0,0.117,-0.018,32.2,38
28.768,200,199.581,0,-0.0145,0,0.0939,-0.018,32.2,38
28.779,200,199.603,0,-0.0099,0,0.1247,-0.018,32.2,38
28.81,200,199.647,0,-0.0511,0,0.1335,-0.018,32.2,38
28.821,200,199.647,0,0.0862,0,0.1456,-0.018,32.2,38
28.831,200,199.647,0,-0.1122,0,0.1741,-0.018,32.2,38
28.861,200,199.647,0,-0.042,0,0.15,-0.018,32.2,38
28.872,200,199.647,0,-0.0725,0,0.1686,-0.018,32.2,38
28.882,200,199.647,0,-0.0313,0,0.1719,-0.018,32.2,38
28.902,200,199.647,0,0.0771,0,0.1588,-0.018,32.2,38
28.905,200,199.647,0,0.1213,0,0.1522,-0.018,32.2,38
28.912,200,199.647,0,-0.0557,0,0.1544,-0.018,32.2,38
28.922,200,199.647,0,0.0664,0,0.1577,-0.018,32.2,38
28.932,200,199.647,0,-0.0069,0,0.1675,-0.018,32.2,38
28.952,200,199.647,0,0.0618,0,0.1302,-0.018,32.2,38
28.955,200,199.647,0,0.013,0,0.1192,-0.018,32.2,38
28.962,200,199.647,0,0.0969,0,0.1796,-0.018,32.2,38
28.972,200,199.647,0,0.0175,0,0.1126,-0.018,32.2,38
28.982,200,199.647,0,0.0053,0,0.1269,-0.018,32.2,38
29.013,200,199.647,0,-0.1183,0,0.1555,-0.018,32.2,38
29.024,200,199.647,0,-0.1167,0,0.1697,-0.018,32.2,38
29.034,200,199.647,0,-0.164,0,0.1566,-0.018,32.2,38
29.067,200,199.647,0,0.0587,0,0.1566,-0.018,32.2,38
29.078,200,199.647,0,-0.0694,0,0.1192,-0.018,32.2,38
29.115,200,199.647,0,-0.0023,0,0.1379,-0.018,32.2,38
29.126,200,199.647,0,0.074,0,0.1423,-0.018,32.2,38
29.136,200,199.647,0,-0.0847,0,0.1555,-0.018,32.2,38
29.166,200,199.647,0,0.0572,0,0.1401,-0.018,32.2,38
29.178,200,199.647,0,0.0465,0,0.1489,-0.018,32.2,38
29.187,200,199.647,0,0.0572,0,0.1544,-0.018,32.2,38
29.217,200,199.647,0,0.1869,0,0.1401,-0.018,32.2,38
29.228,200,199.669,0,0.0481,0,0.1566,-0.018,32.2,38
29.238,200,199.647,0,-0.0435,0,0.1478,-0.018,32.2,38
29.258,200,199.647,0,-0.016,0,0.1697,-0.018,32.2,38
29.261,200,199.647,0,-0.042,0,0.1555,-0.018,32.2,38
29.267,200,199.669,0,0.0679,0,0.1961,-0.018,32.2,38
29.278,200,199.647,0,0.0664,0,0.1225,-0.018,32.2,38
29.288,200,199.669,0,0.0954,0,0.1642,-0.018,32.2,38
29.327,200,199.647,0,-0.0603,0,0.1379,-0.018,32.2,38
29.338,200,199.647,0,-0.1625,0,0.1302,-0.018,32.2,38
29.378,200,199.647,0,-0.1015,0,0.1357,-0.018,32.2,38
29.389,200,199.647,0,-0.1579,0,0.1752,-0.018,32.2,38
29.419,200,199.669,0,0.1015,0,0.1533,-0.018,32.2,38
29.43,200,199.647,0,0.0343,0,0.1357,-0.018,32.2,38
29.441,200,199.647,0,-0.1198,0,0.1434,-0.018,32.2,38
29.472,200,199.647,0,0.074,0,0.1774,-0.018,32.2,38
29.483,200,199.647,0,-0.0923,0,0.1016,-0.018,32.2,38
29.521,200,199.647,0,-0.0465,0,0.1203,-0.018,32.2,38
29.532,200,199.647,0,-0.0526,0,0.1632,-0.018,32.2,38
29.542,200,199.647,0,0.0679,0,0.1478,-0.018,32.2,38
29.573,200,199.647,0,0.0298,0,0.1511,-0.018,32.2,38
29.584,200,199.647,0,-0.1076,0,0.1511,-0.018,32.2,38
29.593,200,199.647,0,0.0893,0,0.1642,0.174,32.2,38
29.636,200,199.647,0,-0.0099,0,0.1917,0.174,32.2,38
29.665,200,199.669,0,0.1488,0,0.1511,0.174,32.2,38
29.668,200,199.647,0,-0.0999,0,0.1368,0.174,32.2,38
29.67,200,199.669,0,0.0435,0,0.1269,0.174,32.2,38
29.677,200,199.669,0,0.0038,0,0.106,0.174,32.2,38
29.687,200,199.647,0,0.0511,0,0.1774,0.174,32.2,38
29.725,200,199.647,0,-0.0328,0,0.1445,0.174,32.2,38
29.736,200,199.669,0,-0.0282,0,0.1423,0.174,32.2,38
29.746,200,199.647,0,0.0206,0,0.1346,0.174,32.2,38
29.776,200,199.647,0,0.0313,0,0.1401,0.174,32.2,38
29.787,200,199.647,0,-0.0298,0,0.1522,0.174,32.2,38
29.798,200,199.647,0,-0.071,0,0.1379,0.174,32.2,38
29.828,200,199.647,0,0.0023,0,0.1653,0.174,32.2,38
29.839,200,199.647,0,-0.0923,0,0.1027,0.174,32.2,38
29.849,200,199.647,0,-0.0664,0,0.1203,0.174,32.2,38
29.879,200,199.647,0,-0.0771,0,0.1642,0.174,32.2,38
29.89,200,199.647,0,-0.0832,0,0.1258,0.174,32.2,38
29.901,200,199.647,0,0.013,0,0.1456,0.174,32.2,38
29.932,200,199.669,0,0.1427,0,0.1434,0.174,32.2,38
29.943,200,199.647,0,-0.0252,0,0.1324,0.174,32.2,38
29.981,200,199.647,0,0.0175,0,0.1697,0.174,32.2,38
29.992,200,199.647,0,0.0313,0,0.1038,0.174,32.2,38
30.002,200,199.669,0,0.0252,0,0.1203,0.174,32.2,38
30.041,200,199.647,0,0.042,0,0.1192,0.174,32.2,38
30.052,200,199.647,0,0.0313,0,0.1313,0.174,32.2,38
30.093,200,199.669,0,0.0404,0,0.1258,0.174,32.2,38
30.133,200,199.647,0,-0.0053,0,0.1456,0.174,32.2,38
30.144,200,199.647,0,-0.0191,0,0.1137,0.174,32.2,38
30.154,200,199.669,0,0.0664,0,0.1357,0.174,32.2,38
30.196,200,199.647,0,0.0359,0,0.1401,0.174,32.2,38
30.244,200,199.647,0,0.0435,0,0.1313,0.174,32.2,38
30.255,200,199.647,0,-0.0908,0,0.1291,0.174,32.2,38
30.285,200,199.647,0,-0.103,0,0.1478,0.174,32.2,38
30.296,200,199.647,0,-0.0252,0,0.1423,0.174,32.2,38
30.306,200,199.647,0,-0.1396,0,0.084,0.174,32.2,38
30.35,200,199.647,0,0.045,0,0.1434,0.174,32.2,38
30.396,200,199.669,0,0.0481,0,0.1192,0.174,32.2,38
30.407,200,199.669,0,-0.0053,0,0.1632,0.174,32.2,38
30.427,200,199.647,0,-0.0359,0,0.1335,0.174,32.2,38
30.43,200,199.669,0,-0.045,0,0.184,0.174,32.2,38
30.437,200,199.647,0,-0.0786,0,0.1478,0.174,32.2,38
30.447,200,199.647,0,-0.0069,0,0.1203,0.174,32.2,38
30.458,200,199.647,0,-0.0099,0,0.1511,0.174,32.2,38
30.498,200,199.669,0,0.0435,0,0.1137,0.174,32.2,38
30.509,200,199.647,0,-0.1244,0,0.1214,0.174,32.2,38
30.539,200,199.669,0,0.1274,0,0.1159,0.174,32.2,38
30.55,200,199.669,0,0.0633,0,0.1741,0.174,32.2,38
30.561,200,199.647,0,0.0084,0,0.1412,0.174,32.2,38
30.591,200,199.669,0,-0.0191,0,0.1752,0.174,32.2,38
30.602,200,199.669,0,0.0359,0,0.0939,0.174,32.2,38
30.612,200,199.647,0,-0.1106,0,0.1104,0.174,32.2,38
30.642,200,199.669,0,0.0175,0,0.1104,0.174,32.2,38
30.653,200,199.647,0,-0.071,0,0.15,0.174,32.2,38
30.663,200,199.669,0,0.0374,0,0.1489,0.174,32.2,38
30.71,200,199.669,0,0.0359,0,0.1368,0.174,32.2,38
30.745,200,199.647,0,0.074,0,0.1489,0.174,32.2,38
30.756,200,199.669,0,-0.0053,0,0.1686,0.174,32.2,38
30.766,200,199.647,0,-0.0191,0,0.0994,0.174,32.2,38
30.806,200,199.647,0,-0.013,0,0.1642,0.174,32.2,38
30.817,200,199.647,0,-0.0404,0,0.1423,0.174,32.2,38
30.847,200,199.669,0,0.0786,0,0.1192,0.174,32.2,38
30.858,200,199.669,0,0.0053,0,0.1203,0.174,32.2,38
30.868,200,199.669,0,0.0725,0,0.1379,0.174,32.2,38
30.898,200,199.669,0,-0.0282,0,0.1434,0.174,32.2,38
30.909,200,199.647,0,-0.0694,0,0.1082,0.174,32.2,38
30.919,200,199.647,0,-0.0267,0,0.1335,0.174,32.2,38
30.959,200,199.669,0,-0.0496,0,0.0862,0.174,32.2,38
30.97,200,199.669,0,0.0114,0,0.1368,0.174,32.2,38
31.01,200,199.669,0,-0.0587,0,0.1269,0.174,32.2,38
31.021,200,199.647,0,-0.0023,0,0.1148,0.174,32.2,38
31.06,200,199.669,0,0.0221,0,0.1763,0.174,32.2,38
31.071,200,199.647,0,-0.1015,0,0.1621,0.174,32.2,38
31.1,200,199.669,0,0.1549,0,0.1566,0.174,32.2,38
31.103,200,199.669,0,0.0603,0,0.1236,0.174,32.2,38
31.106,200,199.647,0,-0.0572,0,0.1159,0.174,32.2,38
31.112,200,199.669,0,0.0893,0,0.095,0.174,32.2,38
31.122,200,199.669,0,-0.016,0,0.1335,0.174,32.2,38
31.161,200,199.669,0,0.0801,0,0.1379,0.174,32.2,38
31.172,200,199.669,0,0.0343,0,0.1566,0.174,32.2,38
31.201,200,199.669,0,0.0999,0,0.1126,0.174,32.2,38
31.204,200,199.647,0,-0.0252,0,0.1126,0.174,32.2,38
31.206,200,199.647,0,-0.0343,0,0.1577,0.174,32.2,38
31.212,200,199.647,0,-0.0847,0,0.1489,0.174,32.2,38
31.222,200,199.669,0,-0.0069,0,0.1126,0.174,32.2,38
31.253,200,199.647,0,-0.0832,0,0.1434,0.174,32.2,38
31.264,200,199.669,0,-0.0435,0,0.1346,0.174,32.2,38
31.274,200,199.669,0,0.0908,0,0.1577,0.174,32.2,38
31.304,200,199.669,0,0.0206,0,0.139,0.174,32.2,38
31.315,200,199.669,0,-0.0587,0,0.1412,0.174,32.2,38
31.326,200,199.647,0,-0.0053,0,0.1555,0.174,32.2,38
31.356,200,199.647,0,-0.0755,0,0.1192,0.174,32.2,38
31.367,200,199.647,0,-0.016,0,0.1115,0.174,32.2,38
31.378,200,199.669,0,0.1244,0,0.1269,0.174,32.2,38
31.418,200,199.669,0,-0.0511,0,0.1049,0.174,32.2,38
31.429,200,199.669,0,0.0252,0,0.1807,0.174,32.2,38
31.459,200,199.647,0,-0.0008,0,0.1445,0.174,32.2,38
31.47,200,199.647,0,-0.0816,0,0.1478,0.174,32.2,38
31.481,200,199.647,0,0.0038,0,0.1236,0.174,32.2,38
31.52,200,199.669,0,0.0954,0,0.1577,0.174,32.2,38
31.531,200,199.647,0,-0.135,0,0.1401,0.174,32.2,38
31.56,200,199.669,0,0.0374,0,0.1203,0.174,32.2,38
31.563,200,199.647,0,0.1091,0,0.1313,0.174,32.2,38
31.566,200,199.647,0,-0.0771,0,0.1456,0.174,32.2,38
31.572,200,199.669,0,-0.0359,0,0.128,0.174,32.2,38
31.581,200,199.647,0,-0.0343,0,0.1247,0.174,32.2,38
31.612,200,199.669,0,-0.0267,0,0.1621,0.174,32.2,38
31.623,200,199.647,0,0.0053,0,0.1214,0.174,32.2,38
31.633,200,199.669,0,-0.0053,0,0.1423,0.174,32.2,38
31.659,200,199.669,0,0.0023,0,0.1522,0.174,32.2,38
31.664,200,199.669,0,-0.0801,0,0.161,0.174,32.2,38
31.666,200,199.647,0,-0.0587,0,0.1192,0.174,32.2,38
31.674,200,199.669,0,-0.013,0,0.1148,0.174,32.2,38
31.684,200,199.669,0,0.0175,0,0.1357,0.174,32.2,38
31.711,200,199.647,0,-0.0298,0,0.1379,0.174,32.2,38
31.714,200,199.669,0,0.0389,0,0.1467,0.174,32.2,38
31.716,200,199.647,0,-0.0389,0,0.1412,0.174,32.2,38
31.724,200,199.669,0,0.0008,0,0.1632,0.174,32.2,38
31.734,200,199.647,0,-0.0496,0,0.1489,0.174,32.2,38
31.776,200,199.669,0,-0.042,0,0.1126,0.174,32.2,38
31.824,200,199.669,0,-0.0252,0,0.1412,0.174,32.2,38
31.835,200,199.647,0,0.016,0,0.1379,0.174,32.2,38
31.875,200,199.669,0,-0.0221,0,0.1302,0.174,32.2,38
31.886,200,199.669,0,0.0771,0,0.1379,0.174,32.2,38
31.915,200,199.669,0,0.0267,0,0.1126,0.174,32.2,38
31.926,200,199.647,0,0.0191,0,0.1544,0.174,32.2,38
31.936,200,199.669,0,-0.1076,0,0.1137,0.174,32.2,38
31.966,200,199.669,0,-0.0618,0,0.1818,0.174,32.2,38
31.978,200,199.647,0,-0.0633,0,0.1071,0.174,32.2,38
31.987,200,199.669,0,0.0618,0,0.1412,0.174,32.2,38
32.017,200,199.647,0,-0.0771,0,0.1049,0.174,32.2,38
32.028,200,199.647,0,-0.0038,0,0.1533,0.174,32.2,38
32.038,200,199.647,0,0.0755,0,0.1511,0.174,32.2,38
32.078,200,199.647,0,0.0572,0,0.1412,0.174,32.2,38
32.089,200,199.669,0,-0.1335,0,0.1225,0.174,32.2,38
32.128,200,199.647,0,0.0008,0,0.1412,0.174,32.2,38
32.139,200,199.669,0,0.0877,0,0.1522,0.174,32.2,38
32.17,200,199.669,0,0.0282,0,0.1478,0.174,32.2,38
32.181,200,199.669,0,-0.0572,0,0.1027,0.174,32.2,38
32.191,200,199.669,0,0.0694,0,0.1269,0.174,32.2,38
32.221,200,199.647,0,0.1228,0,0.1302,0.174,32.2,38
32.232,200,199.647,0,-0.0908,0,0.1566,0.174,32.2,38
32.242,200,199.669,0,-0.0526,0,0.1599,0.174,32.2,38
32.273,200,199.669,0,-0.0771,0,0.1302,0.174,32.2,38
32.284,200,199.669,0,0.0145,0,0.1269,0.174,32.2,38
32.294,200,199.669,0,-0.0267,0,0.1412,0.174,32.2,38
32.324,200,199.669,0,0.0191,0,0.1269,0.174,32.2,38
32.336,200,199.669,0,-0.0145,0,0.1203,0.174,32.2,38
32.345,200,199.669,0,0.0114,0,0.1115,0.174,32.2,38
32.376,200,199.669,0,-0.0191,0,0.0994,0.174,32.2,38
32.387,200,199.669,0,0.0648,0,0.15,0.174,32.2,38
32.435,200,199.669,0,0.0679,0,0.1423,0.174,32.2,38
32.446,200,199.647,0,0.0511,0,0.1214,0.174,32.2,38
32.476,200,199.669,0,0.0313,0,0.1203,0.174,32.2,38
32.487,200,199.669,0,0.0099,0,0.1269,0.174,32.2,38
32.498,200,199.669,0,-0.0771,0,0.095,0.174,32.2,38
32.538,200,199.669,0,-0.0008,0,0.1225,0.174,32.2,38
32.549,200,199.669,0,-0.1106,0,0.1159,0.174,32.2,38
32.579,200,199.669,0,0.0404,0,0.1247,0.174,32.2,38
32.59,200,199.647,0,-0.1045,0,0.1302,0.174,32.2,38
32.601,200,199.669,0,0.042,0,0.1269,0.174,32.2,38
32.632,200,199.669,0,-0.0374,0,0.1214,0.174,32.2,38
32.643,200,199.647,0,0.0832,0,0.1269,0.174,32.2,38
32.675,200,199.669,0,-0.0084,0,0.1093,0.174,32.2,38
32.686,200,199.647,0,-0.0313,0,0.1192,0.174,32.2,38
32.696,200,199.669,0,0.1244,0,0.1763,0.174,32.2,38
32.722,200,199.669,0,-0.0145,0,0.1324,0.174,32.2,38
32.725,200,199.669,0,-0.103,0,0.1203,0.174,32.2,38
32.728,200,199.647,0,-0.0023,0,0.139,0.174,32.2,38
32.736,200,199.669,0,0.0725,0,0.161,0.174,32.2,38
32.746,200,199.669,0,-0.0175,0,0.1181,0.174,32.2,38
32.794,200,199.669,0,-0.1183,0,0.1401,0.174,32.2,38
32.843,200,199.647,0,-0.1198,0,0.1577,0.174,32.2,38
32.854,200,199.647,0,-0.0633,0,0.1467,0.174,32.2,38
32.894,200,199.669,0,0.0252,0,0.1522,0.174,32.2,38
32.905,200,199.669,0,0.1259,0,0.1291,0.174,32.2,38
32.944,200,199.669,0,0.0298,0,0.095,0.174,32.2,38
32.955,200,199.669,0,0.0237,0,0.1214,0.174,32.2,38
32.985,200,199.669,0,0.0465,0,0.1346,0.174,32.2,38
32.996,200,199.647,0,0.0008,0,0.1203,0.174,32.2,38
33.006,200,199.669,0,-0.0618,0,0.1269,0.174,32.2,38
33.042,200,199.669,0,-0.0725,0,0.1368,0.174,32.2,38
33.053,200,199.669,0,-0.0557,0,0.1148,0.174,32.2,38
33.086,200,199.669,0,-0.0389,0,0.1566,0.174,32.2,38
33.097,200,199.669,0,-0.0725,0,0.1005,0.174,32.2,38
33.107,200,199.669,0,-0.0664,0,0.1379,0.174,32.2,38
33.138,200,199.669,0,-0.0786,0,0.1434,0.174,32.2,38
33.149,200,199.669,0,-0.0099,0,0.0994,0.174,32.2,38
33.159,200,199.647,0,-0.0175,0,0.15,0.174,32.2,38
33.2,200,199.669,0,0.0145,0,0.1093,0.174,32.2,38
33.211,200,199.669,0,-0.0954,0,0.0994,0.174,32.2,38
33.25,200,199.669,0,-0.071,0,0.1533,0.174,32.2,38
33.261,200,199.669,0,0.1549,0,0.1357,0.174,32.2,38
33.291,200,199.669,0,0.0038,0,0.1434,0.174,32.2,38
33.302,200,199.669,0,0.0267,0,0.1269,0.174,32.2,38
33.312,200,199.669,0,0.1076,0,0.106,0.174,32.2,38
33.342,200,199.669,0,0.0053,0,0.1642,0.174,32.2,38
33.353,200,199.669,0,0.0038,0,0.1313,0.174,32.2,38
33.363,200,199.647,0,-0.0053,0,0.1203,0.174,32.2,38
33.394,200,199.669,0,0.0267,0,0.1412,0.174,32.2,38
33.405,200,199.669,0,0.0648,0,0.1258,0.174,32.2,38
33.453,200,199.669,0,0.1305,0,0.117,0.174,32.2,38
33.464,200,199.669,0,-0.1366,0,0.1434,0.174,32.2,38
33.503,200,199.669,0,0.0053,0,0.1126,0.174,32.2,38
33.514,200,199.647,0,-0.1747,0,0.1082,0.174,32.2,38
33.554,200,199.647,0,-0.0603,0,0.1324,0.174,32.2,38
33.565,200,199.669,0,0.1198,0,0.1071,0.174,32.2,38
33.595,200,199.669,0,-0.013,0,0.1577,0.174,32.2,38
33.606,200,199.669,0,0.1305,0,0.1236,0.174,32.2,38
33.616,200,199.669,0,-0.0389,0,0.106,0.174,32.2,38
33.636,200,199.669,0,-0.0389,0,0.128,0.174,32.2,38
33.639,200,199.669,0,0.0435,0,0.128,0.174,32.2,38
33.647,200,199.647,0,-0.1167,0,0.1126,0.174,32.2,38
33.656,200,199.669,0,-0.0587,0,0.1763,0.174,32.2,38
33.666,200,199.669,0,0.0038,0,0.1247,0.174,32.2,38
33.696,200,199.669,0,0.0359,0,0.1489,0.174,32.2,38
33.707,200,199.669,0,0.013,0,0.1379,0.174,32.2,38
33.718,200,199.669,0,-0.0175,0,0.0994,0.174,32.2,38
33.754,200,199.669,0,-0.0038,0,0.1324,0.174,32.2,38
33.766,200,199.669,0,0.0023,0,0.1467,0.174,32.2,38
33.794,200,199.669,0,-0.0267,0,0.1269,0.174,32.2,38
33.797,200,199.647,0,-0.0267,0,0.1093,0.174,32.2,38
33.799,200,199.669,0,0.0969,0,0.1412,0.174,32.2,38
33.806,200,199.669,0,0.0542,0,0.1302,0.174,32.2,38
33.816,200,199.669,0,-0.013,0,0.1324,0.174,32.2,38
33.84,200,199.669,0,-0.0664,0,0.1115,0.174,32.2,38
33.843,200,199.669,0,0.0038,0,0.1467,0.174,32.2,38
33.846,200,199.669,0,-0.0359,0,0.0928,0.174,32.2,38
33.856,200,199.669,0,0.0603,0,0.1555,0.174,32.2,38
33.866,200,199.669,0,0.0511,0,0.1357,0.174,32.2,38
33.9,200,199.669,0,0.0511,0,0.1632,0.174,32.2,38
33.911,200,199.669,0,-0.0038,0,0.1203,0.174,32.2,38
33.921,200,199.647,0,-0.0694,0,0.1346,0.174,32.2,38
33.961,200,199.669,0,-0.074,0,0.1192,0.174,32.2,38
33.972,200,199.669,0,0.0267,0,0.1269,0.174,32.2,38
34.001,200,199.669,0,0.1076,0,0.1401,0.174,32.2,38
34.004,200,199.669,0,0.0206,0,0.1324,0.174,32.2,38
34.006,200,199.669,0,0.0832,0,0.0994,0.174,32.2,38
34.012,200,199.669,0,0.0145,0,0.1522,0.174,32.2,38
34.022,200,199.669,0,-0.0114,0,0.128,0.174,32.2,38
34.043,200,199.669,0,-0.0694,0,0.1533,0.174,32.2,38
34.046,200,199.669,0,0.0069,0,0.1313,0.174,32.2,38
34.052,200,199.669,0,0.0633,0,0.1346,0.174,32.2,38
34.062,200,199.669,0,-0.0114,0,0.128,0.174,32.2,38
34.072,200,199.669,0,0.0298,0,0.1357,0.174,32.2,38
34.102,200,199.647,0,-0.0496,0,0.1335,0.174,32.2,38
34.113,200,199.669,0,0.0404,0,0.1236,0.174,32.2,38
34.123,200,199.669,0,-0.0679,0,0.173,0.174,32.2,38
34.154,200,199.669,0,0.0465,0,0.1478,0.174,32.2,38
34.165,200,199.647,0,-0.1244,0,0.1181,0.174,32.2,38
34.204,200,199.669,0,0.0496,0,0.1368,0.174,32.2,38
34.215,200,199.669,0,-0.0404,0,0.1247,0.174,32.2,38
34.256,200,199.669,0,0.0572,0,0.1203,0.174,32.2,38
34.267,200,199.669,0,0.0008,0,0.1126,0.174,32.2,38
34.304,200,199.669,0,0.0771,0,0.139,0.174,32.2,38
34.315,200,199.669,0,-0.0526,0,0.095,0.174,32.2,38
34.363,200,199.669,0,0.0481,0,0.1104,0.174,32.2,38
34.374,200,199.669,0,0.0496,0,0.1236,0.174,32.2,38
34.414,200,199.669,0,-0.074,0,0.1115,0.174,32.2,38
34.425,200,199.669,0,-0.0114,0,0.1203,0.174,32.2,38
34.446,200,199.669,0,-0.0389,0,0.1214,0.174,32.2,38
34.449,200,199.669,0,-0.016,0,0.1324,0.174,32.2,38
34.455,200,199.669,0,-0.0008,0,0.1225,0.174,32.2,38
34.466,200,199.669,0,0.0511,0,0.1159,0.174,32.2,38
34.476,200,199.669,0,0.0023,0,0.1126,0.174,32.2,38
34.506,200,199.669,0,0.0496,0,0.1313,0.174,32.2,38
34.517,200,199.669,0,-0.0359,0,0.1313,0.174,32.2,38
34.528,200,199.669,0,0.0786,0,0.1566,0.174,32.2,38
34.558,200,199.669,0,0.0313,0,0.1258,0.174,32.2,38
34.569,200,199.669,0,0.0343,0,0.1401,0.174,32.2,38
34.579,200,199.669,0,0.0465,0,0.1796,0.174,32.2,38
34.611,200,199.669,0,0.0191,0,0.1038,0.174,32.2,38
34.622,200,199.669,0,-0.074,0,0.1357,0.174,32.2,38
